-6.283185307179586	-6.283185307179586
-6.283185307179586	-12.566370614359172
-6.283185307179587	-18.84955592153876
-6.283185307179588	-25.132741228718345
-6.283185307179589	-31.415926535897935
-6.283185307179586	-37.69911184307752
-6.283185307179588	-43.982297150257104
-6.28318530717959	-50.26548245743669
-6.283185307179592	-56.54866776461628
-6.283185307179586	-62.83185307179587
-6.283185307179582	-69.11503837897546
-6.283185307179577	-75.39822368615503
-6.28318530717958	-81.68140899333461
-6.283185307179591	-87.96459430051421
-6.283185307179594	-94.2477796076938
-6.283185307179591	-100.5309649148734
-6.28318530717958	-106.81415022205297
-6.283185307179577	-113.09733552923255
-6.283185307179582	-119.38052083641213
-6.283185307179593	-125.66370614359172
-6.283185307179599	-131.94689145077132
-6.283185307179597	-138.2300767579509
-6.283185307179588	-144.5132620651305
-6.283185307179572	-150.79644737231007
-6.283185307179578	-157.07963267948963
-6.283185307179606	-163.36281798666923
-6.283185307179626	-169.64600329384885
-6.283185307179611	-175.92918860102847
-6.283185307179561	-182.21237390820804
-6.283185307179533	-188.49555921538757
-6.283185307179554	-194.77874452256714
-6.283185307179598	-201.06192982974673
-6.283185307179634	-207.34511513692635
-6.283185307179635	-213.62830044410597
-6.2831853071796	-219.91148575128557
-6.28318530717956	-226.19467105846513
-6.28318530717954	-232.47785636564467
-6.28318530717957	-238.76104167282423
-6.283185307179622	-245.04422698000386
-6.283185307179639	-251.3274122871835
-6.283185307179592	-257.61059759436307
-6.283185307179566	-263.89378290154264
-6.283185307179562	-270.1769682087222
-6.28318530717958	-276.46015351590177
-6.283185307179619	-282.7433388230814
-6.283185307179623	-289.026524130261
-6.283185307179592	-295.3097094374406
-6.283185307179582	-301.59289474462014
-6.283185307179593	-307.8760800517997
-6.283185307179627	-314.1592653589793
-6.283185307179625	-320.44245066615895
-6.283185307179588	-326.7256359733385
-6.283185307179572	-333.0088212805181
-6.283185307179578	-339.29200658769764
-6.283185307179606	-345.57519189487726
-6.283185307179598	-351.8583772020569
-6.283185307179554	-358.14156250923645
-6.283185307179533	-364.42474781641596
-6.28318530717959	-370.7079331235955
-6.283185307179668	-376.9911184307752
-6.283185307179655	-383.2743037379549
-6.283185307179549	-389.55748904513445
-6.2831853071794646	-395.8406743523139
-6.283185307179515	-402.1238596594934
-6.283185307179645	-408.407044966673
-6.283185307179739	-414.69023027385276
-6.283185307179684	-420.97341558103244
-6.2831853071795365	-427.256600888212
-6.283185307179411	-433.5397861953914
-6.283185307179478	-439.82297150257085
-6.2831853071796795	-446.10615680975053
-6.28318530717979	-452.3893421169303
-6.283185307179694	-458.67252742411
-6.283185307179505	-464.9557127312895
-6.283185307179395	-471.2388980384689
-6.283185307179478	-477.52208334564835
-6.2831853071796955	-483.80526865282803
-6.283185307179821	-490.0884539600079
-6.283185307179684	-496.37163926718756
-6.283185307179455	-502.654824574367
-6.283185307179361	-508.93800988154635
-6.283185307179515	-515.2211951887259
-6.283185307179692	-521.5043804959056
-6.283185307179776	-527.7875658030854
-6.283185307179655	-534.0707511102651
-6.283185307179441	-540.3539364174445
-6.283185307179362	-546.6371217246239
-6.283185307179533	-552.9203070318034
-6.283185307179725	-559.2034923389831
-6.283185307179825	-565.4866776461629
-6.2831853071797195	-571.7698629533426
-6.283185307179521	-578.0530482605221
-6.283185307179345	-584.3362335677015
-6.2831853071794175	-590.6194188748809
-6.283185307179625	-596.9026041820606
-6.283185307179741	-603.1857894892404
-6.28318530717965	-609.4689747964201
-6.283185307179468	-615.7521601035995
-6.283185307179421	-622.035345410779
-6.283185307179509	-628.3185307179585
-5.621797380108051	-6.283185307179586
-5.621797380108051	-11.904982687287637
-6.236010092797719	-18.140992780085355
-6.886753532575613	-25.027746312660966
-6.991555645460015	-32.019301958120984
-6.424130537795982	-38.443432495916966
-5.746658263627344	-44.19009075954431
-5.540356787765334	-49.730447547309645
-6.050227858970491	-55.78067540628014
-6.74492038826524	-62.52559579454538
-7.046412575888857	-69.57200837043423
-6.605181549421287	-76.17718991985552
-5.902637424335192	-82.07982734419072
-5.514676363838891	-87.5945037080296
-5.876376256170552	-93.47087996420015
-6.577448213456762	-100.04832817765691
-7.041564553580002	-107.08989273123692
-6.769303081996063	-113.85919581323297
-6.079034428889447	-119.93823024212242
-5.549790340509852	-125.48802058263227
-5.724573527206506	-131.2125941098388
-6.394639263237481	-137.60723337307627
-6.977986241564112	-144.58521961464038
-6.906090774012558	-151.49131038865295
-6.265810551294287	-157.75712093994724
-5.638972568841865	-163.3960935087891
-5.605703187159879	-169.001796695949
-6.206267429083846	-175.20806412503285
-6.866497071494716	-182.07456119652755
-7.003873966180567	-189.07843516270813
-6.4534466765595475	-195.53188183926767
-5.769515735193345	-201.30139757446102
-5.532330142183224	-206.83372771664423
-6.021717782254008	-212.85544549889823
-6.719899776725812	-219.57534527562404
-7.049745809526318	-226.62509108515036
